o_orderkey,o_custkey,o_totalprice,o_orderdate
29479,59,190726.16,1997-10-01
6497,317,32155.43,1997-10-02
6821,880,88898.22,1997-10-02
11847,706,98897.75,1997-10-02
15749,1021,47404.35,1997-10-02
16769,416,159919.25,1997-10-02
25730,344,30304.13,1997-10-02
11142,962,320619.4,1997-10-03
19685,674,38884.1,1997-10-03
30274,472,184133.01,1997-10-03
32257,826,90725.38,1997-10-03
35808,121,145041.4,1997-10-03
36902,583,141775.37,1997-10-03
39520,772,248075.63,1997-10-03
5505,661,158712.54,1997-10-04
7073,125,108688.88,1997-10-04
27234,127,180003.59,1997-10-04
35235,64,338113.04,1997-10-04
8675,488,118786.62,1997-10-05
23905,838,57222.34,1997-10-05
28293,982,162773.7,1997-10-05
1155,1048,144383.38,1997-10-06
17029,127,129799.28,1997-10-06
25409,856,77633.84,1997-10-06
32674,256,47252.49,1997-10-06
37954,577,248552.53,1997-10-06
15558,56,277358.12,1997-10-07
38855,884,163157.67,1997-10-07
16256,388,170827.19,1997-10-08
29635,10,185079.3,1997-10-08
38407,203,75973.46,1997-10-08
4259,727,16429.06,1997-10-09
14337,209,230315.94,1997-10-09
16931,29,273462.96,1997-10-09
17604,139,23191.67,1997-10-09
32864,769,213548.89,1997-10-09
1667,32,170181.24,1997-10-10
9862,7,187327.28,1997-10-10
14246,202,135712.51,1997-10-10
27621,424,65599.35,1997-10-10
28579,913,63152.46,1997-10-10
30275,452,80877.48,1997-10-10
38373,197,283731.8,1997-10-10
7682,892,68762.79,1997-10-11
12966,157,46012.94,1997-10-11
19013,850,19018.32,1997-10-11
23296,919,193468.08,1997-10-11
34502,445,92119.89,1997-10-11
2884,640,86544.03,1997-10-12
5380,1024,160076.74,1997-10-12
5734,647,52136.18,1997-10-12
38179,287,87250.44,1997-10-12
15812,640,133561.31,1997-10-13
28192,245,74120.51,1997-10-13
39653,563,135374.46,1997-10-13
452,418,3369.42,1997-10-14
14944,374,81525.21,1997-10-14
16833,769,247840.51,1997-10-14
18146,1039,27624.78,1997-10-14
25539,956,162521.9,1997-10-14
30791,616,114008.28,1997-10-14
38435,767,8758.55,1997-10-14
5797,850,21151.23,1997-10-15
13219,374,158005.8,1997-10-15
13510,497,108397.89,1997-10-15
33190,152,104798.59,1997-10-15
9378,320,87920.93,1997-10-16
12388,667,281179.66,1997-10-16
21062,617,209007.12,1997-10-16
26022,521,239590.83,1997-10-16
32772,562,185690.61,1997-10-16
5413,658,346889.94,1997-10-17
19364,830,58756.26,1997-10-17
23203,491,164463,1997-10-17
31172,280,120553.88,1997-10-17
10529,484,148018.38,1997-10-18
31203,52,60901.36,1997-10-18
34369,454,81732.69,1997-10-18
34119,655,170738.09,1997-10-19
36545,601,182325.33,1997-10-19
30084,917,94503.95,1997-10-20
39810,664,36061.17,1997-10-20
582,346,178848.78,1997-10-21
21316,661,169240.05,1997-10-21
29031,151,42279.28,1997-10-21
13154,364,248953.38,1997-10-22
21984,679,154849.1,1997-10-22
34469,655,216677.08,1997-10-22
4357,323,103370.66,1997-10-23
7143,283,1336.79,1997-10-23
14788,835,74946.3,1997-10-23
21152,130,278540.9,1997-10-23
7360,376,37166.84,1997-10-24
16736,199,347568.14,1997-10-24
36064,796,119853,1997-10-24
7172,94,170189.49,1997-10-25
27046,277,59471.48,1997-10-25
1184,620,48974.71,1997-10-26
1349,446,77923.31,1997-10-26
27814,605,189057.74,1997-10-26
30594,674,88822.49,1997-10-26
16228,13,169490.4,1997-10-27
21858,814,182358.84,1997-10-27
30019,946,322356.87,1997-10-27
25764,784,4400.22,1997-10-28
27942,281,197909.99,1997-10-28
20260,988,5129.13,1997-10-29
28070,49,62448.48,1997-10-29
28673,764,11007.53,1997-10-29
1251,265,146446.14,1997-10-30
1893,871,147097.36,1997-10-30
11588,977,140093.19,1997-10-30
16583,667,162683.7,1997-10-30
519,442,116473.42,1997-10-31
7170,22,145637.55,1997-10-31
27905,719,172681.79,1997-10-31
28997,619,132694.57,1997-10-31
30179,1034,205693.12,1997-10-31
39940,325,57986.99,1997-10-31
9569,886,166866.04,1997-11-01
31201,782,4485.39,1997-11-01
20290,964,237267.91,1997-11-02
34528,946,97582.29,1997-11-02
37221,466,4687.48,1997-11-02
18339,485,87581.92,1997-11-03
28935,580,140823.86,1997-11-03
8098,283,91688.9,1997-11-04
17536,505,277299.31,1997-11-04
18052,49,227753.83,1997-11-04
39616,904,268458.89,1997-11-04
3203,881,48786.44,1997-11-05
6081,985,165501.01,1997-11-05
16263,787,157304.48,1997-11-05
16516,704,132158.73,1997-11-05
30880,656,67823.62,1997-11-05
39014,115,184511.52,1997-11-05
5476,628,32563.46,1997-11-06
5857,862,215233.38,1997-11-06
6021,481,200246.08,1997-11-06
6307,17,72661.09,1997-11-06
21504,58,218665.12,1997-11-06
28356,589,5748.08,1997-11-06
31559,604,120142.13,1997-11-06
33447,613,141847.54,1997-11-06
1120,974,134496.47,1997-11-07
19072,713,118246.23,1997-11-07
26247,535,51705.53,1997-11-07
31717,688,98822.09,1997-11-07
32162,131,123689.92,1997-11-07
35140,934,174241.14,1997-11-07
2113,224,111561.18,1997-11-08
5348,367,126256.4,1997-11-08
8327,805,63257.3,1997-11-08
9670,971,167337.9,1997-11-08
20423,1010,202050.27,1997-11-08
36611,437,109421.24,1997-11-08
3170,31,285889.01,1997-11-09
19426,616,146340.99,1997-11-09
30752,917,86558.44,1997-11-09
38499,235,37859.64,1997-11-09
38823,655,72976.05,1997-11-09
6245,514,110412.74,1997-11-10
15360,752,81065.53,1997-11-10
18240,931,62535.03,1997-11-10
20481,670,94430.23,1997-11-10
30212,658,208919.26,1997-11-10
37958,716,165347.52,1997-11-10
39973,451,248128.78,1997-11-10
992,377,189093.54,1997-11-11
13029,238,162663.8,1997-11-11
25920,886,255375.33,1997-11-11
28422,856,23197.77,1997-11-11
29059,559,128476.76,1997-11-11
34564,691,213175.66,1997-11-11
1475,34,224908.14,1997-11-12
28065,589,166953.97,1997-11-12
35013,940,266653.11,1997-11-12
6375,152,263626.55,1997-11-13
14304,553,165688.45,1997-11-13
20610,10,203028.18,1997-11-13
38631,481,198715.76,1997-11-13
2561,400,175249.88,1997-11-14
9445,649,99797.4,1997-11-14
13574,106,61796.49,1997-11-14
25415,397,319665.82,1997-11-14
34370,785,202493.99,1997-11-14
1090,121,52391.36,1997-11-15
3904,1039,46034.14,1997-11-15
8134,971,169602.76,1997-11-15
16131,109,246001.88,1997-11-15
22048,509,13881.29,1997-11-15
25029,964,50724.54,1997-11-15
35175,991,71685.65,1997-11-15
4039,197,218629.21,1997-11-16
16167,472,187845.72,1997-11-16
23651,860,147265.19,1997-11-16
25059,218,14303.4,1997-11-16
26118,94,75278.33,1997-11-16
33829,64,109796.51,1997-11-17
39363,914,116355.8,1997-11-17
14656,1,25175.7,1997-11-18
27651,719,174604.35,1997-11-18
35718,743,259305.74,1997-11-18
14977,1033,58288.92,1997-11-19
19270,280,226155.43,1997-11-19
25699,325,195784.15,1997-11-19
34759,878,194543.02,1997-11-19
35843,835,140119.13,1997-11-19
4231,601,178692.62,1997-11-20
8355,826,253633,1997-11-20
12548,101,211564.21,1997-11-20
17731,659,119210.43,1997-11-20
36641,247,145611.74,1997-11-20
38115,977,241244.49,1997-11-20
320,4,42528.64,1997-11-21
2372,205,126958.3,1997-11-21
8804,938,223737.13,1997-11-21
25604,532,243910.55,1997-11-21
33506,1000,256297.48,1997-11-21
10595,574,21656.9,1997-11-22
16292,61,323622.89,1997-11-22
27907,1006,25718.33,1997-11-22
2464,1015,46124,1997-11-23
13477,893,123280.99,1997-11-23
14565,911,43702.64,1997-11-23
14880,847,142801.39,1997-11-23
25222,77,165028.37,1997-11-23
31041,1036,59431.68,1997-11-23
26019,923,124159.67,1997-11-24
192,578,207877.61,1997-11-25
6342,202,174290.31,1997-11-25
21891,583,17332.65,1997-11-25
35015,310,45032.72,1997-11-25
39239,725,133066.82,1997-11-25
4352,95,30437.85,1997-11-26
22310,127,125747.79,1997-11-26
28964,791,152171.24,1997-11-26
39719,904,159499.48,1997-11-26
8708,853,162254.05,1997-11-27
17412,907,112134.25,1997-11-27
24995,454,59409.92,1997-11-27
25383,652,63686.68,1997-11-27
36228,500,79934.28,1997-11-27
10532,937,251456.42,1997-11-28
13856,809,152299.72,1997-11-28
133,308,124000.48,1997-11-29
15393,295,38468.25,1997-11-29
18977,463,111332.58,1997-11-29
27943,379,33497.35,1997-11-29
3937,655,230305.17,1997-11-30
34819,971,47094.93,1997-11-30
36711,799,171697.18,1997-11-30
15776,581,156333.51,1997-12-01
19590,242,18572.93,1997-12-01
25890,200,77842.79,1997-12-01
27968,443,263956.76,1997-12-01
31360,763,133781.27,1997-12-01
33286,679,254034.86,1997-12-01
2692,433,39115.2,1997-12-02
6242,331,165297.23,1997-12-02
11904,290,220724.78,1997-12-02
25124,632,196709.46,1997-12-02
28551,206,346157.1,1997-12-02
30368,538,21027.68,1997-12-02
34181,826,39196.21,1997-12-02
36450,331,143837.56,1997-12-02
5280,232,79973.81,1997-12-03
14595,142,22248.61,1997-12-03
19525,865,246695.7,1997-12-03
25190,1004,107458.93,1997-12-03
4832,238,122327,1997-12-04
8707,685,197454.4,1997-12-04
14850,943,210987.09,1997-12-04
18018,256,74894.54,1997-12-04
26560,533,78104.68,1997-12-04
9988,961,94888.8,1997-12-05
10694,997,207931.29,1997-12-05
17120,313,43810.14,1997-12-05
28295,860,134880.99,1997-12-05
15008,676,66601.63,1997-12-06
15396,1042,140279.85,1997-12-06
19968,95,335406.67,1997-12-07
20640,526,214756.16,1997-12-07
21280,694,238195.4,1997-12-07
29568,851,15268.12,1997-12-07
9858,979,95492.72,1997-12-08
27940,193,102585.49,1997-12-08
31778,301,62472.5,1997-12-08
2917,637,133389.84,1997-12-09
18630,1018,63345.25,1997-12-09
25220,457,60514.76,1997-12-09
28930,1046,213870.54,1997-12-09
28961,290,3969.16,1997-12-09
9218,169,28269.12,1997-12-10
31459,985,271250.59,1997-12-10
31591,481,216162.03,1997-12-10
9252,289,68130,1997-12-11
4353,505,34160.67,1997-12-12
25670,526,173735.9,1997-12-12
26403,952,29847.18,1997-12-12
29602,161,55068.1,1997-12-12
35010,259,10597.6,1997-12-12
35943,232,251459.23,1997-12-12
1858,997,33259.75,1997-12-13
3618,70,168069.07,1997-12-13
16705,661,45535.44,1997-12-13
34790,292,257368.59,1997-12-13
3303,1006,128362.04,1997-12-14
29285,824,149771.51,1997-12-14
10690,73,45310.83,1997-12-15
14560,880,22404.21,1997-12-15
18594,778,192643.52,1997-12-15
22370,1022,177646.33,1997-12-15
22503,176,31720.05,1997-12-15
37059,436,158685.91,1997-12-15
13057,46,74851.09,1997-12-16
32387,571,10338.46,1997-12-16
16000,514,177716.53,1997-12-17
19460,137,268804.51,1997-12-17
30245,536,130867.62,1997-12-17
36194,752,180860.21,1997-12-17
5730,77,12382.07,1997-12-18
7168,430,264873.55,1997-12-18
20865,364,310092.26,1997-12-19
10402,5,61921.42,1997-12-20
27586,259,197534.72,1997-12-20
37378,65,140244.47,1997-12-20
39077,89,235843.42,1997-12-20
39588,193,97057.32,1997-12-20
16003,91,219146.19,1997-12-21
30338,757,69799.71,1997-12-21
33379,254,15540.52,1997-12-21
25153,892,28452.3,1997-12-22
27522,358,175672.49,1997-12-22
1024,25,226043.64,1997-12-23
25766,421,5913.52,1997-12-23
34534,490,97048,1997-12-23
1094,1007,15107.57,1997-12-24
13191,149,313612.99,1997-12-24
13445,478,18633.01,1997-12-24
14757,994,82111.44,1997-12-24
39969,901,287719.57,1997-12-24
5700,1000,121095.92,1997-12-25
19681,682,134024.53,1997-12-25
20293,467,181286.42,1997-12-25
28705,772,252792.41,1997-12-25
32416,229,218951.51,1997-12-25
32423,307,100075.26,1997-12-25
1408,379,227769.31,1997-12-26
20929,595,95639.37,1997-12-26
26273,145,289873.33,1997-12-26
30115,469,65703.01,1997-12-27
11463,98,198961.4,1997-12-28
17603,335,99643.43,1997-12-28
30017,946,198072.17,1997-12-28
38151,952,54475.25,1997-12-28
39171,739,240953.59,1997-12-28
996,497,48996.4,1997-12-29
7011,256,43218.38,1997-12-29
9446,952,288592.34,1997-12-29
13283,661,100504.44,1997-12-29
38113,289,219558.55,1997-12-29
39552,874,39184.09,1997-12-29
5477,743,202157.56,1997-12-30
11172,754,139516.84,1997-12-30
32679,364,122726.87,1997-12-30
32832,535,211576.98,1997-12-30
4901,553,225699.75,1997-12-31
20228,595,39178.53,1997-12-31
28391,380,195982.02,1997-12-31
20064,910,16208.98,1998-01-01
36928,721,26278.11,1998-01-01
198,772,158504.94,1998-01-02
9287,553,13481.28,1998-01-02
7396,181,61755.74,1998-01-03
11298,565,184365.51,1998-01-03
13511,328,125799.11,1998-01-03
13733,70,227434.61,1998-01-03
28352,385,191979.25,1998-01-03
36742,787,77620.61,1998-01-03
39299,1001,273744,1998-01-03
10405,650,178520.55,1998-01-04
13478,227,162674.22,1998-01-04
31008,176,147121.32,1998-01-04
8129,137,193384.9,1998-01-05
8737,577,116564.85,1998-01-05
11430,940,3327.12,1998-01-05
22692,926,116284.98,1998-01-06
2371,131,237652.28,1998-01-07
2784,661,125102.8,1998-01-07
8197,1049,156346.28,1998-01-07
19712,301,148708.2,1998-01-07
20544,424,48018.67,1998-01-07
1696,25,142081.1,1998-01-08
12839,997,170030.45,1998-01-08
24354,841,258127.32,1998-01-08
26085,229,84797.35,1998-01-08
9603,844,278051.09,1998-01-09
6087,515,241244.38,1998-01-10
19878,196,123868.45,1998-01-10
30277,943,128081.72,1998-01-10
32867,568,10999.94,1998-01-10
33411,401,207414.97,1998-01-10
17188,70,127242.64,1998-01-11
17605,997,252248.12,1998-01-11
31908,130,54567.61,1998-01-11
3239,241,189478.54,1998-01-12
6659,115,60506.57,1998-01-12
15365,784,140643.29,1998-01-12
28102,46,33146.1,1998-01-12
5442,289,167477.7,1998-01-13
9634,670,266426.48,1998-01-13
12964,389,221320.99,1998-01-13
14917,805,222089.35,1998-01-13
16869,149,126291.05,1998-01-13
28548,854,183774.96,1998-01-13
1157,677,114658.32,1998-01-14
16774,337,105231.76,1998-01-14
31014,430,220288.6,1998-01-14
32039,1033,56737.25,1998-01-14
15364,292,142260.15,1998-01-15
15746,643,125161.03,1998-01-15
16647,575,242853.28,1998-01-15
24513,959,61900.22,1998-01-15
24736,104,325721.86,1998-01-15
35268,268,1835.57,1998-01-15
39681,841,197610.71,1998-01-15
7237,737,84947.94,1998-01-16
12036,587,213874.77,1998-01-16
12807,274,34758.35,1998-01-16
34887,988,2650.86,1998-01-16
35648,512,94057.69,1998-01-16
4644,655,104283.26,1998-01-17
11141,721,49652.66,1998-01-17
15840,197,174509.43,1998-01-17
16099,820,117626.48,1998-01-17
18882,215,204116.24,1998-01-17
27591,394,250202.83,1998-01-17
19495,925,75396.9,1998-01-18
29477,743,259886.67,1998-01-18
23552,712,115709.51,1998-01-19
38307,649,105449.2,1998-01-19
5412,985,160721.08,1998-01-20
15680,929,61503.97,1998-01-20
34529,35,131261.79,1998-01-20
37856,800,22098.35,1998-01-20
7395,871,226632.68,1998-01-21
7622,265,72911.56,1998-01-21
15975,647,181298.06,1998-01-21
19015,526,89791.14,1998-01-21
24423,736,25658.94,1998-01-21
34466,385,154688.08,1998-01-21
37057,796,248275.86,1998-01-21
3360,721,241693.24,1998-01-23
7718,692,134414.02,1998-01-23
14464,1000,29914.36,1998-01-23
14593,128,59315.84,1998-01-23
29283,581,147021.95,1998-01-23
71,25,247712.9,1998-01-24
9188,433,194610.25,1998-01-25
24389,284,79506.57,1998-01-25
28417,4,216269.54,1998-01-25
34531,907,84780.88,1998-01-25
35174,691,22133.91,1998-01-25
38149,788,19128.57,1998-01-25
6849,311,137626.55,1998-01-26
12678,590,62084.51,1998-01-26
18369,373,63244.49,1998-01-26
20005,329,119504.94,1998-01-26
38183,431,197457.71,1998-01-26
21829,532,8371.61,1998-01-27
27655,535,41536.37,1998-01-27
27937,766,169483.15,1998-01-27
1126,1003,69369.23,1998-01-28
8738,197,49929.2,1998-01-28
10307,208,194572.88,1998-01-28
13025,110,137784.79,1998-01-28
14149,52,139215.93,1998-01-28
17156,1030,193883.53,1998-01-28
36263,974,245280.35,1998-01-28
838,115,119885.33,1998-01-29
14020,589,82446.26,1998-01-29
38112,424,260749.86,1998-01-29
4131,307,205869.18,1998-01-30
5282,349,139165.52,1998-01-30
2087,346,57107.23,1998-01-31
19591,893,63270.18,1998-01-31
22467,940,67549.85,1998-01-31
22565,590,268158.76,1998-01-31
22150,509,124054.6,1998-02-01
7270,817,272278.07,1998-02-02
24835,325,102953.7,1998-02-02
7748,673,68925.21,1998-02-03
10883,158,116977.75,1998-02-03
17920,277,278611.12,1998-02-03
9795,259,262223.56,1998-02-04
11618,250,96176.92,1998-02-04
19236,694,164061.38,1998-02-04
31398,475,157588.71,1998-02-04
3846,332,132826.11,1998-02-05
33954,997,50912.3,1998-02-05
37312,400,11178.55,1998-02-05
4386,427,220594.9,1998-02-06
5671,293,291617.96,1998-02-06
17730,458,45170.92,1998-02-06
18660,479,238657.15,1998-02-06
24897,77,136310.58,1998-02-06
26754,616,125989.8,1998-02-06
34436,670,97198.89,1998-02-06
38757,376,171473.92,1998-02-06
5125,193,39008.59,1998-02-07
13990,526,117355.21,1998-02-07
38150,556,63767.58,1998-02-07
518,1012,296366.15,1998-02-08
4449,61,64385.92,1998-02-08
14914,841,173344.89,1998-02-08
29442,439,72116.27,1998-02-08
31587,562,73161.12,1998-02-08
31713,304,97409.97,1998-02-08
32704,113,98545.29,1998-02-08
35109,667,89198.62,1998-02-08
6085,388,31421.86,1998-02-09
11363,952,126455.69,1998-02-09
14279,782,164500.49,1998-02-09
18051,271,117080.79,1998-02-09
23744,325,207906.64,1998-02-09
24962,139,109592.55,1998-02-09
27239,1036,117797.18,1998-02-09
29925,745,41408.93,1998-02-09
34342,757,45147.35,1998-02-09
5123,68,13836.07,1998-02-10
14598,628,175447.2,1998-02-10
14659,19,121162.47,1998-02-10
28960,662,91161.69,1998-02-10
8964,518,171635.13,1998-02-11
26694,449,136451.61,1998-02-11
30342,877,204848.94,1998-02-11
33121,334,201533.41,1998-02-11
28800,130,66407.73,1998-02-12
32736,800,90053.96,1998-02-12
6816,943,39228.11,1998-02-13
14181,65,203410.34,1998-02-13
22464,217,253362.98,1998-02-13
28032,368,62292.31,1998-02-13
30755,685,192799.72,1998-02-13
33158,524,75768.76,1998-02-13
14277,664,109521.63,1998-02-14
17380,230,180584.97,1998-02-14
21637,668,34292.02,1998-02-14
1446,281,39969.26,1998-02-16
3207,143,184674.98,1998-02-16
20352,574,151738.73,1998-02-16
23269,827,246883.91,1998-02-16
38624,193,159206.66,1998-02-16
39456,712,365760.32,1998-02-16
7777,766,81912.19,1998-02-17
7780,719,35878.64,1998-02-17
8386,274,136643.09,1998-02-17
11749,574,100731.24,1998-02-17
12933,121,208717.14,1998-02-17
17762,193,202415.59,1998-02-17
32995,325,316512.59,1998-02-17
36097,118,98415.88,1998-02-17
15495,671,112824.17,1998-02-18
19810,107,3265.75,1998-02-18
39556,109,240290.29,1998-02-18
6983,757,54444.25,1998-02-19
16544,388,222312.46,1998-02-19
24295,326,21785.16,1998-02-19
32866,215,63349.59,1998-02-19
29222,67,162637.56,1998-02-20
30695,842,129895.35,1998-02-20
35520,988,28286.47,1998-02-20
4677,268,44850.37,1998-02-21
7685,316,215529.74,1998-02-21
32934,893,60085.63,1998-02-21
7207,859,129565.36,1998-02-22
28421,854,52868.75,1998-02-22
37824,68,52619.44,1998-02-22
11526,328,117781.99,1998-02-23
13254,745,214796.09,1998-02-23
20647,782,26297.89,1998-02-23
1862,227,120381.32,1998-02-24
15779,701,356374.91,1998-02-24
19904,421,202533.13,1998-02-24
28386,62,257439.8,1998-02-24
33636,1027,88874.78,1998-02-24
35303,575,105986.04,1998-02-24
27488,844,54102.76,1998-02-25
4032,70,70483.96,1998-02-26
7683,374,159155.69,1998-02-26
11175,995,63341.76,1998-02-26
17601,994,36403.36,1998-02-26
19267,28,30513.08,1998-02-26
23490,1019,29113.44,1998-02-26
2567,487,376516.32,1998-02-27
8866,919,192931.16,1998-02-27
16324,977,84813.55,1998-02-27
23077,940,186641.72,1998-02-27
23684,679,339861.78,1998-02-27
33511,406,239931.33,1998-02-27
37027,851,165935.47,1998-02-27
100,1030,195476.23,1998-02-28
2565,388,278617.86,1998-02-28
3748,365,92022.06,1998-02-28
31937,268,1095.86,1998-02-28
6471,667,217337.34,1998-03-01
6819,1009,243070.06,1998-03-01
30210,538,137097.63,1998-03-01
31649,232,229871.43,1998-03-01
34113,56,178008.03,1998-03-01
39809,568,89879.01,1998-03-01
6467,527,53177.14,1998-03-02
12802,1037,204350.85,1998-03-02
14403,169,144133.87,1998-03-02
24192,403,244798.08,1998-03-02
25698,190,81152.35,1998-03-02
32289,179,18750.7,1998-03-02
4229,92,101966.95,1998-03-03
4486,257,217307.19,1998-03-03
9190,322,278148.2,1998-03-03
18277,337,108565.95,1998-03-03
29344,911,43520.29,1998-03-03
37408,773,124054.58,1998-03-03
38022,43,235020.85,1998-03-03
7365,37,217329.29,1998-03-04
21698,778,202416.72,1998-03-04
35876,715,177832.3,1998-03-04
4549,448,42364.93,1998-03-05
4613,920,292571.56,1998-03-05
6533,55,154339.61,1998-03-05
7238,706,135168.33,1998-03-05
11587,154,101938.53,1998-03-05
14244,143,68263.66,1998-03-05
16002,86,53316.09,1998-03-05
18949,625,227268.28,1998-03-05
20997,623,122399.46,1998-03-05
11394,878,207615.25,1998-03-06
27394,758,247531.92,1998-03-06
4517,790,60501.65,1998-03-07
23364,940,239039.77,1998-03-07
16387,730,49483.85,1998-03-08
23682,631,40521.85,1998-03-08
27008,817,78630.8,1998-03-08
30052,395,140721.04,1998-03-08
34944,238,54398.81,1998-03-08
36964,40,252641.66,1998-03-09
6049,313,254039.07,1998-03-10
15717,916,171987.79,1998-03-10
579,470,133184.22,1998-03-11
22502,661,137210.22,1998-03-11
24359,730,167036.75,1998-03-11
2471,619,52811.31,1998-03-12
4322,989,200989.09,1998-03-13
21351,751,25032.59,1998-03-13
21920,31,126276.17,1998-03-13
22148,598,253409.7,1998-03-13
23365,346,22814.45,1998-03-13
39618,1003,76012.73,1998-03-13
2789,253,266195.24,1998-03-14
22976,1034,131621.78,1998-03-14
35076,430,140409.99,1998-03-14
22144,824,41757.09,1998-03-15
1570,856,41727.08,1998-03-16
4263,17,203869.91,1998-03-16
5536,806,140087.55,1998-03-16
15041,1024,280293.68,1998-03-16
15430,850,19461.07,1998-03-16
15559,46,70832.17,1998-03-16
18982,673,71007.23,1998-03-16
27492,116,177401.43,1998-03-16
28133,553,118875.94,1998-03-16
